Class Index,Title,Description
4,"Houston, we have a winner: Allen #39;s group claims X Prize","MOJAVE, Calif. - A \$20 million, private investment in manned space flight earned a \$10 million return yesterday when a stubby, white rocket captured the X Prize by soaring to the edge of space for the second time in less than a week."
2,STAR WARS II,When will Arsene Wenger and Alex Ferguson ever bury the hatchet? Looks like never as the bitter tit-for-tat goes unabated. By Jeffrey Low.
1,Conflicts across Iraq as powerful explosives disappear,"Conflicts and bombings still rampaged across Iraq on Monday, killing at least 16 people including an American soldier and an Estonian trooper."
4,Floppy Disk Becoming Relic of the Past,"Like the penny, the floppy drive is hardly worth the trouble, computer makers say. &lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2""\ color=""#666666""&gt;&lt;B&gt;-AP&lt;/B&gt;&lt;/FONT&gt;"
1,Website: Iraqi Militants Kill Turkish Hostage,Islamic militants in Iraq apparently have killed a Turkish man whom they took hostage last month. Mr. Kumdereli was abducted with another Turkish truck driver in mid-August.
2,Comfortable Starts for Federer and Mauresmo at Open, NEW YORK (Reuters) - Roger Federer launched his campaign  for a third grand slam title of the year on Monday as the U.S.  Open began under cloudy skies at Flushing Meadows.
2,Melvin Fired,"Bob Melvin #39;s two-year reign as manager of the Seattle Mariners came to an end Monday morning, as the Mariners announced his dismissal at a press conference at Safeco Field."
2,What we learned,"Auburn: Every team worth its shoulder pads strives for offensive balance, and the Tigers have the potential to be one heck of a balanced team."
2,Ford Makes Four-Year Commitment,"Ford made a four-year commitment to the world rally championship Tuesday, ending fears that they could pull out of that series as well as Formula One."
2,Edmistone eases into semi-finals,Australia #39;s Jade Edmistone has qualified fastest for the semi-finals of the women #39;s 50 metres breast stroke at the World Short Course Swimming Championships in Indianapolis.
2,Cost Estimate Jumps,"The cost of building a stadium and renovating RFK Stadium could be \$91 million more than city officials initially estimated, according to an analysis released Wednesday."
2,Renault F1 Team prepares for Lyon spectacle,The Renault F1 Team Roadshow will touch down in Lyon on Sunday 5 September 2004 for a festival celebration of Renaults rich motorsport heritage.
3,American Airlines lowers Miami fares,"To draw business from smaller airlines operating out of a nearby airport, American Airlines has lowered its fares at Miami International."
3,"Stocks Flat as Oil, Retail Sales Weigh","US stocks opened little changed on Tuesday as concerns over higher oil prices damaging corporate profits weighed on investor sentiment, while a dip in retail sales also dampened the mood."
3,OPEC Chief: Concerned with Oil Price Rise," JAKARTA (Reuters) - OPEC President Purnomo Yusgiantoro said  on Friday he was concerned with the continuing rise in global  oil prices, but the cartel had not yet seen a cost-driven  increase in inflation."
4,Mass. Gets Electronic Gun Fingerprinting,"With a quick electronic scan of a fingerprint, gun shop owners in Massachusetts will know immediately if a customer is eligible to buy a weapon, using a system that officials say is the first of its kind in the nation."
4,US Judge Rejects Law to Block Child Porn on Web,"A Pennsylvania law allowing the state to force Internet service providers to block access to child pornography sites is unconstitutional, a federal judge ruled on Friday."
2,"Offence comes alive, Dolphins get 1st win","Jay Fiedler played an efficient game and the Dolphins became the NFL #39;s last team to win, posting a 31-14 victory over the St. Louis Rams."
3,FCC Approves Cingular #39;s AT amp;T Wireless Bid,The US Federal Communications Commission said on Tuesday it has conditionally approved Cingular Wireless #39; \$41 billion acquisition of AT amp;T Wireless Services Inc.
3,"Mitsubishi Motors, Merrill Lynch tie up over US auto loans",TOKYO : Troubled Japanese automaker Mitsubishi Motors Corp. will tie up with Merrill Lynch and Co. in North American financing operations as part of its business rehabilitation efforts.
1,"Russian Mine Blast Kills 10, Injures 30"," MOSCOW (Reuters) - A methane blast in a mineshaft in  Russia's Siberia killed at least 10 people and injured 30 on  Thursday, a government spokesman said."
2,News / What The Papers Say,Ruud van Nistelrooy could still face a UEFA ban after his alleged elbow on Sparta Prague defender Pavel Pergl. The United striker thought he had escaped when the referee cleared him of misconduct in Tuesdays game.
1,African Union Forces to Deploy Fully in Darfur by Yearend,"KHARTOUM, 5 December 2004 - African forces should be fully deployed to Sudans troubled Darfur region by the end of the year despite some delays in building the infrastructure to house them, the new head of the African Union mission said yesterday."
3,Update 4: Ex-Enron Treasurer to Testify at Trial,"A former Merrill Lynch executive pointed to a verbal buyout agreement with Enron Corp. in saying he might support an  quot;unsecured deal quot; with another company, according to an e-mail presented to jurors in an ongoing conspiracy and fraud trial."
2,American Bowl returns to Tokyo in 2005,"The Atlanta Falcons and Indianapolis Colts will begin the preseason Aug. 6 in the American Bowl in Tokyo, the record 12th time an NFL game will be played in the city."
1,Pope returns relics to Istanbul,"VATICAN CITY -- Pope John Paul II, seeking to heal rifts with other Christians, yesterday handed over the relics of two Orthodox saints that were brought to Rome from ancient Constantinople centuries ago."
3,Pru rights issue fails to impress City,"Prudential, the UK #39;s second largest insurer, shocked its shareholders today by asking them to fund a 1bn expansion plan. The company has invited investors to buy one new share for every six they own at a reduced price of 308p."
3,Consumers flock to online shops,Online shops look set to have a good Christmas as UK web-users get the online buying habit.
4,Alienware evolves from gamers to corporates,Revamped website signals desire for broader customer base
2,Rookie Jackson takes first-round lead,"Brandi Jackson #39;s early morning tee time worked out well at the Safeway Classic. Although the course was damp from recent rain, the LPGA Tour rookie was able to post a 6-under 66 for "
4,Theme park takes visitors to RFID-land,A Florida park helps parents keep track of kids with radio ID tags from Texas Instruments.
3,Commonwealth Bank Affirms EPS Growth at Least 10 Through 2006,"Commonwealth Bank of Australia, the nation #39;s second-largest lender, reiterated its forecast for compound annual growth in per-share operating profit of at least 10 percent in the next two years."
2,Ravens' Lewis Pleads Guilty to Drug Charge (AP),"AP - Baltimore Ravens running back Jamal Lewis pleaded guilty Thursday to using a cell phone to try to set up a drug deal and will be sentenced to four months in prison, to be served after the regular season ends in January."
2,Paterno second-guessing field goal,"COLUMBUS - Penn State coach Joe Paterno has had his share of second-guessers of late. And after a 21-10 loss to Ohio State, he added his name to the list."
3,Ciber Buys Majority Stake in Novasoft,Information technology services provider Ciber Inc. said Monday that it will buy a 67 percent stake in German software consultant Novasoft AG from the company #39;s founders in a move to enter the German market.
1,"Canada Offers Darfur Aid, Eschews 'Genocide' Label (Reuters)",Reuters - Canadian Prime Minister Paul Martin\promised on Wednesday to help fund an African Union mission in\Sudan's troubled Darfur region but he skirted the issue of whether\what was happening there was genocide.
4,Kennedys game fury,THE family of President John F Kennedy yesterday blasted a video game that lets players simulate his assassination. Glasgow-based Traffic Games has released JFK Reloaded to coincide with the 41st anniversary of the murder in Dallas.
1,Indian state govt under cloud as deadly riots probed (AFP),AFP - Police and officials in Gujarat are slowly starting to reveal how Hindu nationalists ruling the western Indian state either turned a blind eye or deliberately inflamed deadly Hindu-Muslim riots in 2002.
3,Pixar Profit Up 70 Percent," LOS ANGELES (Reuters) - Pixar Animation Studios Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=PIXR.O target=/stocks/quickinfo/fullquote""&gt;PIXR.O&lt;/A&gt; on Thursday reported that third-quarter profit rose 70  percent in the quarter before the release of its new hit, ""The  Incredibles."""
3,Gabriel jumps 46,TORONTO - Gabriel Resources Ltd. gained more than 46 per cent after the company said it has signed a deal with Newmont Mining to raise \$24.
4,Da Vinci Rocket Launch Delayed Until January,The Golden Palace.com Space Program Powered by the da Vinci Project announced that the launch of its private rocket has delayed until at least January.
2,49ers savor a bittersweet win,"STAFF WRITER. Peterson joined several fellow defensive starters on the sidelines: linebacker Derek Smith (leg), defensive end Andre Carter (back) and cornerback Mike Rumph (broken arm)."
1,Sudan Questions WHO Darfur Deaths Figures," KHARTOUM (Reuters) - Sudan on Saturday questioned U.N.  estimates that up to 70,000 people have died from hunger and  disease in its remote Darfur region since a rebellion began 20  months ago."
4,Crack Fedora Core and Red Hat Enterprise Linux,&lt;strong&gt;Site Offer&lt;/strong&gt; Save 30 at The Reg Bookshop
1,PM talks up Indonesia ties,PRIME Minister John Howard today reassured Indonesia that Australia was unlikely to launch a pre-emptive attack on its nearest neighbour to take out a terrorism target.
1,U.S. Soldier Dies in Truck Crash in Iraq (AP),"AP - A U.S. soldier was killed in a truck accident north of the Iraqi capital on Wednesday, a military spokesman said."
4,Domestic Robot Boom Raises Quest,"The United Nations recently predicted that the use of robots around the home by consumers is set to surge sevenfold by 2007 as more and more people get robot-mania, CBSNews."
3,Weapons sales boost Boeing profit,"US aircraft and defence company Boeing reports a 78 jump in quarterly profits, driven by increased demand for equipment from the armed forces."
2,Wright says NI must win,Northern Ireland must win in Wales to revive their World Cup hopes according to former goalkeeper Tommy Wright. Saturday #39;s 3-0 defeat at home to Poland was a disastrous start for Lawrie Sanchez #39;s side and 
4,Intel sets cruise control on Pentium 4,"SAN FRANCISCO - Intel Corp. President and Chief Operating Officer Paul Otellini served notice at the company's recent developer conference that the megahertz era was coming to a close, and the decision Thursday to remove the 4GHz Pentium 4 processor from its road map is clear evidence that Intel has once and for all kicked its speed habit, according to industry analysts.&lt;p&gt;ADVERTISEMENT&lt;/p&gt;&lt;p&gt;&lt;img src=""http://ad.doubleclick.net/ad/idg.us.ifw.general/sbcspotrssfeed;sz=1x1;ord=200301151450?"" width=""1"" height=""1"" border=""0""/&gt;&lt;a href=""http://ad.doubleclick.net/clk;9228975;9651165;a?http://www.infoworld.com/spotlights/sbc/main.html?lpid0103035400730000idlp""&gt;SBC Case Study: Crate   Barrel&lt;/a&gt;&lt;br/&gt;What sold them on improving their network? A system that could cut management costs from the get-go. Find out more.&lt;/p&gt;"
1,Afghan Leader Survives Assassination Try,"Assailants fired a rocket at an American helicopter taking President Hamid Karzai on a rare foray into Afghanistan #39;s troubled provinces Thursday, but it missed and he escaped injury."
1,Concerns detailed on climate change,"COPENHAGEN -- Rising sea levels, disappearing glaciers in the Alps, and more deadly heat waves are coming for Europeans because of global warming, Europe's environmental agency warned yesterday. The European Environment Agency said much more needs to be done -- and fast. Climate change  quot;will considerably affect our societies and environments for decades and centuries to come, quot; its 107-page report ..."
4,Strong Quake Rattles Tiny California Town (Reuters),"Reuters - A strong earthquake and over 200\aftershocks struck central California on Tuesday, rattling a\large chunk of the state along the San Andreas Fault, but\causing little significant damage."
1,"Arafat not comatose but still in intensive care, spokesman says","A senior aide to Yasser Arafat said early Sunday the ailing Palestinian leader was not comatose but still in intensive care, adding to the confusion about his fragile health."
4,Exercise -- the Real Fountain of Youth,"Want to age gracefully? Keep moving. Regular exercise can reduce the risk of chronic disease -- such as heart trouble, diabetes, even cancer -- and keep you feeling and looking younger as you age."
3,"Rite Aid Posts Profit, Shares Drop"," NEW YORK (Reuters) -  Drugstore chain Rite Aid Corp. on  Thursday reported a quarterly profit, reversing a year-ago  loss, as lower borrowing costs offset the effects of sluggish  sales growth."
1,Large Explosion Heard in Central Baghdad (AP),"AP - A large explosion shook Baghdad at sunset Wednesday, and a large plume of smoke could be seen rising from the western bank of the Tigris river."
4,Kazaa Offers Unlimited Free Internet Phone Calls," LOS ANGELES (Reuters) - Sharman Networks Ltd., distributor  of the Kazaa file-sharing software, on Monday launched its  latest version which enables users to make free online calls  anywhere in the world."
4,SAP introduces security service,"com December 15, 2004, 2:54 PM PT. SAP is starting a computer security service for its corporate customers, the German software maker announced on Wednesday."
3,Restructured Air Canada leaves CCAA,"Shares of the newly restructured Air Canada are set to take off after the airline emerges from creditor protection this week with an improved balance sheet, lower operating costs and an eye on the international market after 18 months under court "
1, #39;Ethnic violence #39; in China region,Martial law has been imposed in parts of the Chinese province of Henan after ethnic clashes in which witnesses say several people were killed.
1,Mexicans battle to bar Wal-Mart store near ancient pyramids,"MEXICO CITY -- A Wal-Mart -owned discount store rising a half-mile from the ancient temples of Teotihuacan has touched off a fight by a small coalition that doesn't want to see the big, boxy outlet from the top of the Pyramid of the Sun."
3,New Homes Sales Rise 0.2 Pct. in October (Reuters),"Reuters - U.S. new home sales rose 0.2 percent\in October to the third-highest level on record following an\upwardly revised gain in September, a government report showed\on Wednesday."
1,Baghdad Deputy Governor Assassinated,"Gunmen killed the deputy governor of Baghdad today on his way to work, Iraqi officials said. Hatim Kamil was assassinated in a drive-by shooting this morning, said Baghdad Governor Ali al-Haidari."
4,New Shuttle Tanks Should Not Shed Foam (AP),"AP - NASA's redesigned space shuttle fuel tanks should no longer shed dangerous pieces of foam when launches resume next spring, officials said Thursday."
3,SBC Communications Selects Alcatel As Primary Supplier For New &lt;b&gt;...&lt;/b&gt;,"SAN ANTONIO --(Business Wire)-- Oct. 20, 2004 -- SBC Communications Inc. (NYSE: SBC) today announced a five-year, approximately \$1."
2,Crimson find the range,"PRINCETON, N.J. -- You've got to wonder what kind of team Harvard would be if the Crimson got into the flow of their games earlier."
2,Agassi in third round of Madrid Masters,"Andre Agassi returned to competitive tennis action on Tuesday with an appearance at the Madrid Masters Series event in Spain. Agassi had had a bye in the first round, and his match against Max Mirnyi of Belarus "
4,Microsoft sues resellers for piracy,"As part of its fight against software piracy, Microsoft has begun legal proceedings against eight resellers for allegedly buying and selling fake and used Certificate of Authenticity labels."
3,"Stocks Surge on Oracle, PeopleSoft Merger","Investors welcomed the end of Oracle Corp. #39;s 18-month battle to take over PeopleSoft Inc., pushing stocks higher Monday. A better-than-expected survey of retail sales also helped the markets."
2,Cink Excels at NEC,Stewart Cink used a 2-under 68 on Saturday to extend his lead at the NEC Invitational to five shots while Tiger Woods and David Toms faded.
1,Australian train derails injuring 100,"A high-speed passenger train has derailed on Australia #39;s tropical north coast, sending carriages and passengers flying through the air and injuring 128 people, five of them seriously."
2,McLeish hails duo at heart of Gers #39; derby resurgence,RANGERS manager Alex McLeish has hailed Alex Rae and Dado Prso as the pillars of strength who have helped turn around the clubs derby-day fortunes.
2,Greene Lifts Georgia to 45-16 Rout of LSU," ATHENS, Ga. (Sports Network) - David Greene threw a  school-record five touchdown passes to lift the No. 3 Georgia  Bulldogs to a 45-16 rout of the 13th-ranked LSU Tigers in a  Southeastern Conference matchup at Sanford Stadium."
1,"Japan, U.S. Agree Resumption of Some Beef Imports (Reuters)","Reuters - Japan and the United States agreed on\Saturday to resume imports of American beef from animals with\birth records up to 20 months, Japan's Foreign Ministry said in\a statement."
4,IBM Opens Up Design of Its Blade Servers (Reuters),"Reuters - International Business Machines Corp.\ said it is making the design of its ""blade"" computer\servers widely available, in a move designed to gain wider\acceptability in data centers and the telecommunications\industry."
1,Likud Panel Backs Sharon #39;s Plan for Coalition Government,Prime Minister Ariel Sharon won an important victory within his party today that greatly improves the likelihood his faltering government will survive and proceed with a plan 
4,Microsoft wins 500m NHS IT contract,"The worlds largest software supplier, Microsoft, has won a nine-year contract worth an estimated 500m to supply IT systems to the NHS."
3,FDA Approves Implanted Medical-Records Chip,The US Food and Drug Administration gave consenting adults the ability to carry vital medical records wherever they go by voting Wednesday to approve an implantable computer chip the size of a grain of rice.
3,China #39;s economy up 9.5 in 1st 9 months,"China #39;s economy grew by 9.5 percent year-on-year in the first nine months of this year, Spokesman Zheng Jingping for the National Bureau of Statistics announced in Beijing Friday."
1,Trail of tragedy in the Caribbean; Yucatan coast threatened,"MEXICO CITY, September 13.- The number of fatalities caused by Hurricane Ivans passage through the Caribbean rose to at least 70 this Monday."
4,IBM And Chip Partners Take Aim At Intel (Investor's Business Daily),"Investor's Business Daily - IBM revealed on Monday some milestones in its march to roll out a powerful new chip for consumer devices next year, a product that promises to heat up its rivalry with No. 1 chipmaker Intel."
4,News: Phishing losses overestimated - survey,"Fraud losses from email phishing attacks will hit \$137m globally in 2004, according to a study from research and consulting firm TowerGroup."
4,Agencies Find What They're Looking For,"While the high-profile battle between the major search engines that scour the Web rages on, Convera Corp. in Northern Virginia has quietly carved out a niche for itself: selling software that helps U.S. and foreign intelligence agents search their databases.&lt;FONT face=""verdana,MS Sans Serif,arial,helvetica"" size=""-2"" color=""#666666""&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;"
2,LA restructures baseball operations,Dodgers general manager Paul DePodesta restructured his baseball operations department with two new hires and a promotion on Tuesday.
2,What #39;s next? West coaching pool deep for UW,"The search to replace Keith Gilbertson at Washington will be national, athletic director Todd Turner indicated yesterday. But Gilbertson #39;s successor could come from a handful of promising candidates in the West."
1,Florida Starts Massive Hurricane Cleanup,"PUNTA GORDA, Fla. - Residents left homeless by Hurricane Charley's 145 mph winds dug through their ravaged homes on Sunday, sweeping up shattered glass and rescuing what they could as President Bush promised rapid delivery of disaster aid..."
4,Nokia and Vodafone to Lead Roadmap for Mobile Java Standards,"LONDON, Aug. 26 /PRNewswire-FirstCall/ -- In a move that is intended to deliver benefits for the mobile industry and for mobile customers, Nokia and Vodafone today announce the formation of a mobile service architecture initiative."
2,Never in doubt,"After taking a haymaker that deprived them of victory when they were one strike away, the Boston Red Sox refused to stay down. They bounced right back in the last of the ninth, pulling "
2,UNITED #39;S PROFITS FALL,Manchester United have announced a fall in pre-tax profits to 27.9million for the financial year ending July 31. Profits were down from 39.
2,Villeneuve to test for Renault,"Canadian former world champion Jacques Villeneuve will test for Renault at Silverstone on Wednesday and Thursday, the Formula One team said."
3,Disney Joins Blu-Ray Team,The entertainment company plans to release movies through Sony's HD DVD format. Also: France sells off stakes in Air France   hellip;.  GM in Europe announces future cuts   hellip;. and more.
2,Salt Lake gets expansion team; divisions realigned for 2005,The Arena Football League Board of Directors approved Salt Lake City #39;s expansion bid on Monday and realigned divisions for 2005 after dropping three teams.
3,Shell gains 968m from sale of gas stake,"The Dutch Government has for 1.93 billion bought total control of a pipeline being built to tackle the gas shortages which have sent UK energy prices soaring, after Shell and Esso."
3,AirAsia choses Airbus over Boeing,"AirAsia, one of Southeast Asia #39;s biggest low-cost airlines, said Thursday it would buy 40 Airbus A320 aircraft and take options on 40 more."
2,Pats to test Browns defense again,"While wondering if the Cleveland Browns (3-8) can hold their opponents under 60 points for a second consecutive week, in their defense it has to be said they #39;re in the tougher of the two conferences."
4,FCC adds spectrum for 3G services,The Federal Communications Commission Thursday (Sept. 9) added spectrum to be used for advanced wireless services (AWS) such as 3G data services.
3,"Economy Adds 337,000 New Jobs","Hard on the heels of Mr. Bush #39;s election victory comes a Labor Department report that shows employers added 337,000 new jobs to the economy in October."
2,Beckham Criticized for Suspension (AP),AP - FIFA's president criticized England captain David Beckham for deliberately getting himself suspended for a World Cup qualifier and urged the English Football Association to take action.
3,Oracle wins PeopleSoft shareholder vote,"Oracle chalked up a key victory Friday in its battle to acquire PeopleSoft, with investors agreeing to sell the suitor 60 percent of PeopleSoft #39;s outstanding shares."
2,Manager was cornered,"Curt Schilling doesn't need a matching set of healthy ankles to be right about one thing: In this town, with this team, it always does come back to the manager. He's either a candidate for bronzing or for the hanging tree."
2,Els trails Cabrera at Wentworth,Ernie Els went into lunch one-down against Angel Cabrera in the quarter-finals of the World Match Play at Wentworth on Friday. The world number two went as much as three-up by the sixth but was hauled back 
4,Recording Industry Broadens File-Sharing Wars,The International Federation of the Phonographic Industry is firing up its campaign against illegal file-sharing with 459 legal actions against music uploaders.
3,First Enron Fraud Trial Nears End,Four former Merrill Lynch and Co. executives and two former mid-level Enron Corp. executives conspired to push through a sham sale of barges in 1999 because they didn #39;t 
3,Crude futures prices continue to climb,"HOUSTON, Sept. 24 -- Oil futures prices continued to climb Thursday as traders shrugged off a decision by the US Department of Energy to loan two refiners a relatively small amount of crude from the Strategic Petroleum Reserve."
2,WOODS #39; BRAVEST ROUND,It was not the lowest round of his career and nor was it the best of the day. But the four-under-par 68 produced by a suffering Tiger Woods in the opening round of the American Express world championship at 
2,Dagenais attends NHLPA meeting,"TORONTO (CP) - Montreal Canadiens winger Pierre Dagenais, who made headlines last week when he said he #39;d accept a salary cap if it settled the NHL lockout, showed up Tuesday at the NHL Players #39; Association meeting."
2,Sri Lanka should be easy pickings,"Modest mission accomplished against Zimbabwe, England are through to what is in effect a quarter-final against Sri Lanka at the Rose Bowl on Friday."
3,Lazarus Disappearing From Western Pa.,Federated Department Stores says its regional chains will begin operating under the Macy #39;s name in January. Do you think changing the names of Federated stores to Macy #39;s is a good idea?
4,Microsoft in Tune with Digital Music, LOS ANGELES (Billboard) - Software giant Microsoft is  casting its sights on the digital media marketplace by  positioning itself as pro-consumer-choice.
3,Somerfield starts Safeway conversions roll-out,"Somerfield is embarking on a rapid expansion by buying small Safeway stores that are no longer wanted by WM Morrison. Having fended off an unwanted takeover bid last year, Somerfield raised 51m through a "
2,Roundup: England beats India by 70-run margin,England beat India by 70 runs in the second one-day international at The Oval in London on Friday. Victory gave England an unbeatable 2-0 lead in the three-match series and was the first time the team had 
2,"Probe expanded into Greek sprinters #39; crash, coach #39;s past",The state drug agency asked for a warrant Friday to search a warehouse belonging to the coach of two disgraced Greek sprinters who withdrew from the Olympics after they missed a doping test. 
3,"Business ; SBC May Cut More Than 10,000 Jobs","Lehman Brothers analyst Blake Bath said in a research note earlier this week that SBC might reduce its workforce by 10,000 to 20,000 to bring its costs in line with those at other dominant local telephone companies, such as Verizon Communications Inc."
1,World ; Mexico Opposition Has Early Lead in State Voting,Victories would put the PRI on track to win back the presidency after losing it in 2000 to President Vicente Fox #39;s center-right National Action Party (PAN) after 71 years of uninterrupted rule.
4,Government to take over terrorist watch lists from airlines,"The government will take over from the airlines responsibility for checking passenger names against terrorism watch lists and will begin testing its system within two months, the "
1,Disney Confirms Eisner to Leave in 2006,"LONDON - Michael Eisner, who led the Walt Disney Co. to huge success in the 1980s but more recently clashed with dissident stockholders including the founder's family, will leave the company in 2006 when his contract expires, the company said Friday..."
2,"One Nation, Indivisible","Speaking for all non-members of Red Sox Nation, we're happy you beat the Yankees.  Now go win a World Series so we can be done with you."
3,California pharmacies sue drug giants,A lawsuit filed by San Francisco attorney Joseph Alioto on behalf of 19 California pharmacies accuses 15 major drug companies of conspiracing to inflate drug prices.
2,Roddick Blasts Way Past Safin Into Masters Semis," HOUSTON (Reuters) - Andy Roddick out-muscled Russia's Marat  Safin 7-6, 7-6 on Thursday to win a battle of the heavy hitters  and a place in the Masters Cup semi-finals."
1,Female Genital Mutilation Lives on in Djibouti (Reuters),"Reuters - Late one evening on a stony hill above\Djibouti's northern town of Tadjourah, an old Afar woman is\squatting comfortably on a thin mat, tiny limbs wrapped tidily\up around her."
3,"Kmart appoints Lewis new CEO, president","The retailing company Kmart Holding Corp. has appointed Aylwin Lewis, formerly an executive at the restaurant operator Yum Brands Inc."
2,Real beat Valencia 1-0,England international Michael Owen scored his second goal in two games to earn Real Madrid a morale-boosting 1-0 win at home to champions Valencia in the Primera Liga on Saturday.
4,Gates loaded ... with e-mail spam,"If you don #39;t think anybody else could possibly get any more spam than you, think of Bill Gates. The Microsoft Corp. chairman receives about 4 million pieces of e-mail per day, most of it junk, says Steve Ballmer, the company #39;s chief executive."
3,Shoppers: Moneyed vs. Worried,Retail sales were generally lackluster in August. Some outfits blamed Hurricane Charlie. Others pointed the finger at gas prices or the late start to the back-to-school shopping season.
1,US troops push deeper into Fallujah,"Fierce fire fights have erupted in the south of Fallujah as trapped enemy fighters make a last stand against US and Iraqi forces. In areas of Fallujah now under US and Iraqi Army control, US forces are taking "
2,Greek sprinter rides cheers to victory,"ATHENS - Homeland favorite Fani Halkia of Greece, cheered on by her compatriots in Olympic Stadium, roared to victory in the women #39;s 400 meter hurdles Wednesday night, taking the gold medal in a time of 52."
1,Moderate Earthquake Rocks Nicaragua (AP),"AP - A moderate earthquake shook the Pacific coast of Nicaragua early Friday, cracking a few walls and sending frightened residents running into the streets, but there were no reports of injuries."
2,Patriots Say They're Focused on Bills (AP),"AP - Don't mention the streak within the confines of Gillette Stadium. The New England Patriots take a string of 17 straight victories into Sunday's game against the Buffalo Bills. A win at Ralph Wilson Stadium would make them the sixth NFL team to win 18 straight, including playoff games."
3,DAILY DIGEST,"With time running out and its future on the line, US Airways will look to the leaders of the pilots union to do Wednesday what the union #39;s negotiators refused to do over the weekend: accept the airline #39;s demand for \$295 million in pay and benefit cuts."
4,Nvidia takes lead in mobile graphics,Nvidia today launched its first mobile PCI Express GPU. The GeForce Go 6800 will soon appear in desktop replacement notebooks and push mobile graphics to a new performance level.
4,Bocada upgrades backup reporting software for SLAs,Bocada Inc. is releasing an upgrade of its backup reporting software tailored to help CIOs and other executives meet business goals and achieve regulatory compliance.
3,"Coke Profit Drops on U.S., European Sales"," ATLANTA (Reuters) - Coca-Cola Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=KO.N target=/stocks/quickinfo/fullquote""&gt;KO.N&lt;/A&gt; on Thursday  reported a 24 percent drop in third-quarter net income due to  weak sales of its soft drinks, juices and bottled waters in  Germany, North America and other key markets."
4,British Library gets wireless net,Visitors to the British Library can now take advantage of broadband wireless internet access.
1,Darfur peace talks due to resume,"Talks to try to resolve the Darfur crisis are due to resume on Tuesday, amid warnings the world is not giving enough financial aid to the refugees."
2,Notes: Jones in starting lineup,"Ron Gardenhire spotted Jacque Jones in the lobby of the team hotel Tuesday morning. Still coping with the death of his father, Jones didn #39;t hesitate to tell his manager how he felt."
4,IBM touts new Power5 servers,"OCTOBER 05, 2004 (COMPUTERWORLD) - IBM has launched a pair of high-performance, low-priced Unix servers and related security services aimed at small to medium-size businesses."
2,"Catching West Coast action can be tough, but it #39;s worth the effort","Vin Scully, if you haven #39;t heard, has a tendency to go on a bit. It #39;s more than a tendency, really. It #39;s practically a trademark."
3,"UPDATE 2-Fed #39;s Santomero sees solid growth, measured hikes","The US economy should grow about 4 percent next year, giving the Federal Reserve room to continue raising interest rates at a measured pace, Philadelphia "
1,Ukraine to have second round of election anyway  official,"KIEV, October 31 (Itar-Tass) -- Ukraine will have the second round of the presidential election, no matter what results of exit polls may be."
4,Canada Confirms 2nd Case of Mad Cow,"A final laboratory test has confirmed that an Alberta dairy cow had mad cow disease, the second case Canada has found in its herd."
2,They were playing for pride,"FOXBOROUGH -- For the Patriots, the game had been won. But for the Patriots' defense, there was still something at stake in yesterday's contest with the Seattle Seahawks at Gillette Stadium."
3,Qantas posts record annual profit,"SYDNEY, Australia (AP) - Qantas profits soared to a record 648.8 million Australian dollars (US\$463.8 million, euro 376 million) in the past fiscal year, thanks to rising passenger numbers despite fears of Iraq war-related terrorism and the aftermath of ..."
2,Manning Helps in Developing Giant Game Plan,"As if the last four weekends have not been disheartening enough for Eli Manning, along comes another rookie quarterback, only this one has a terrific record and has charmed an entire city."
3,Stocks Seen Lower as Oil Pushes Higher," NEW YORK (Reuters) - U.S. stocks looked set to open lower  on Monday as oil prices approach record levels, fueling  concerns that high energy costs are biting into corporate  profits and consumer spending."
1,"After 8 Years in Jail, Husband of Bhutto Is Free","Asif Ali Zardari, the husband of former Prime Minister Benazir Bhutto, was released Monday on \$16,900 bail on the last of numerous corruption charges that have kept him in prison since 1996."
2,Jaguars #39; Leftwich Has a Left Knee Injury,"Jacksonville quarterback Byron Leftwich, who once played a college game in such pain from a leg injury that his teammates had to carry him to the line of scrimmage after a play, may not have "
4,AMD turns to Chartered for help,Advanced Micro Devices is building a new plant in Germany but still needs outside assistance to meet expected demand.
3,Hyatt Books AmeriSuites Acquisition,CHICAGO -- Hyatt Corp. said Thursday it will purchase the 143-unit AmeriSuites hotel chain from affiliates of The Blackstone Group.
2,Palmer passes Bengals to win over Redskins,"LANDOVER, Md. -- By the time Joe Gibbs finally lost his patience with Mark Brunell, Carson Palmer and the Cincinnati Bengals were already in control of the game."
1,Murder of Dutch Filmmaker Throws Nation into Crisis,"(IsraelNN.com) Dutch authorities are treating with extraordinary caution the gruesome murder of filmmaker Theo van Gogh on an Amsterdam street on November 2. The 26-year-old suspect, caught by police along with seven alleged accomplices shortly after the "
